OBJECTID,DATE,Age_0_to_9,Age_10_to_19,Age_20_to_29,Age_30_to_39,Age_40_to_49,Age_50_to_59,Age_60_to_69,Age_70_to_79,Age_80plus,Age_Unknown
731,03/29/2022 06:00:00 AM,94218,127192,174758,174092,143819,135078,89383,45922,26749,0
732,03/30/2022 06:00:00 AM,94244,127227,174818,174137,143856,135113,89401,45939,26763,0
733,03/31/2022 06:00:00 AM,94297,127289,174901,174201,143921,135151,89425,45959,26775,0
734,04/01/2022 06:00:00 AM,94343,127344,175001,174268,143966,135213,89460,45974,26788,0
735,04/02/2022 06:00:00 AM,94402,127407,175077,174347,144033,135265,89494,45998,26799,0
736,04/03/2022 06:00:00 AM,94435,127450,175117,174382,144073,135307,89510,46008,26807,0
737,04/04/2022 06:00:00 AM,94468,127493,175161,174439,144123,135346,89533,46022,26811,0
738,04/05/2022 06:00:00 AM,94493,127529,175215,174484,144164,135391,89562,46034,26824,0
739,04/06/2022 06:00:00 AM,94539,127598,175311,174574,144234,135453,89610,46066,26838,0
740,04/07/2022 06:00:00 AM,94589,127653,175393,174659,144302,135511,89658,46094,26855,0
741,04/08/2022 06:00:00 AM,94658,127764,175556,174736,144383,135562,89704,46121,26874,0
742,04/09/2022 06:00:00 AM,94710,127856,175684,174847,144475,135657,89758,46153,26889,0
743,04/10/2022 06:00:00 AM,94780,127915,175755,174929,144543,135725,89801,46184,26906,0
744,04/11/2022 06:00:00 AM,94816,127965,175832,175004,144612,135768,89846,46210,26918,0
745,04/12/2022 06:00:00 AM,94867,128023,175917,175096,144691,135829,89888,46236,26923,0
746,04/13/2022 06:00:00 AM,94916,128065,175990,175180,144750,135893,89933,46264,26935,0
747,04/14/2022 06:00:00 AM,94992,128161,176109,175317,144837,136014,90011,46305,26955,0
748,04/15/2022 06:00:00 AM,95059,128247,176242,175452,144931,136118,90106,46347,26985,0
749,04/16/2022 06:00:00 AM,95132,128342,176395,175581,145052,136230,90217,46396,27006,0
750,04/17/2022 06:00:00 AM,95179,128405,176484,175701,145139,136343,90284,46457,27027,0
751,04/18/2022 06:00:00 AM,95224,128456,176564,175785,145232,136416,90340,46494,27047,0
752,04/19/2022 06:00:00 AM,95284,128538,176660,175900,145334,136492,90407,46532,27078,0
753,04/20/2022 06:00:00 AM,95351,128605,176764,176008,145417,136576,90461,46583,27096,0
754,04/21/2022 06:00:00 AM,95437,128710,176947,176225,145580,136706,90547,46628,27125,0
755,04/22/2022 06:00:00 AM,95533,128835,177131,176386,145707,136842,90629,46688,27169,0
756,04/23/2022 06:00:00 AM,95646,128956,177294,176551,145842,136949,90726,46763,27198,0
757,04/24/2022 06:00:00 AM,95736,129017,177412,176674,145958,137073,90790,46819,27229,0
758,04/25/2022 06:00:00 AM,95799,129051,177461,176774,146034,137135,90837,46853,27244,0
759,04/26/2022 06:00:00 AM,95914,129140,177583,176912,146153,137235,90923,46897,27269,0
760,04/27/2022 06:00:00 AM,96000,129210,177720,177026,146257,137321,90991,46941,27286,0
761,04/28/2022 06:00:00 AM,96150,129380,177922,177251,146443,137504,91135,47010,27349,0
762,04/29/2022 06:00:00 AM,96307,129533,178131,177482,146628,137698,91271,47073,27410,0
763,04/30/2022 06:00:00 AM,96464,129669,178346,177667,146788,137860,91391,47152,27438,0
764,05/01/2022 06:00:00 AM,96547,129735,178454,177787,146909,137959,91463,47196,27453,0
765,05/02/2022 06:00:00 AM,96606,129800,178520,177873,146966,138015,91519,47226,27477,0
766,05/03/2022 06:00:00 AM,96735,129925,178623,178042,147094,138151,91624,47304,27510,0
767,05/04/2022 06:00:00 AM,96875,130063,178828,178277,147282,138327,91748,47377,27561,0
768,05/05/2022 06:00:00 AM,97060,130256,179075,178523,147477,138511,91898,47451,27612,0
769,05/06/2022 06:00:00 AM,97270,130494,179419,178813,147742,138776,92065,47535,27662,0
770,05/07/2022 06:00:00 AM,97493,130791,179710,179080,147963,139002,92217,47643,27722,0
771,05/08/2022 06:00:00 AM,97622,130942,179899,179286,148134,139154,92323,47717,27759,0
772,05/09/2022 06:00:00 AM,97807,131104,180057,179497,148307,139305,92442,47777,27799,0
773,05/10/2022 06:00:00 AM,98041,131328,180295,179750,148525,139498,92590,47859,27835,0
774,05/11/2022 06:00:00 AM,98249,131543,180521,180009,148712,139687,92719,47940,27881,0
775,05/12/2022 06:00:00 AM,98547,131837,180830,180407,148986,139972,92909,48035,27948,0
776,05/13/2022 06:00:00 AM,98863,132286,181213,180762,149308,140238,93118,48141,28009,0
777,05/14/2022 06:00:00 AM,99229,132658,181577,181196,149665,140541,93344,48258,28079,0
778,05/15/2022 06:00:00 AM,99520,132874,181807,181493,149935,140772,93533,48359,28125,0
779,05/16/2022 06:00:00 AM,99707,133073,181984,181735,150162,140984,93689,48435,28182,0
780,05/17/2022 06:00:00 AM,100008,133368,182334,182096,150457,141276,93924,48531,28249,0
781,05/18/2022 06:00:00 AM,100278,133643,182621,182417,150746,141524,94080,48627,28299,0
782,05/19/2022 06:00:00 AM,100607,134084,182987,182824,151159,141875,94325,48754,28390,0
783,05/20/2022 06:00:00 AM,100963,134542,183404,183300,151570,142240,94616,48903,28483,0
784,05/21/2022 06:00:00 AM,101206,134844,183677,183634,151877,142542,94856,49012,28557,0
785,05/22/2022 06:00:00 AM,101456,135058,183910,183915,152157,142796,95033,49112,28616,0
786,05/23/2022 06:00:00 AM,101706,135253,184086,184151,152372,143032,95186,49199,28672,0
787,05/24/2022 06:00:00 AM,101964,135574,184493,184558,152764,143341,95410,49304,28731,0
788,05/25/2022 06:00:00 AM,102232,135902,184734,184851,153039,143596,95597,49383,28788,0
789,05/26/2022 06:00:00 AM,102531,136277,185089,185277,153395,143947,95858,49515,28858,0
790,05/27/2022 06:00:00 AM,102830,136691,185468,185681,153778,144312,96116,49635,28913,0
791,05/28/2022 06:00:00 AM,103060,136968,185765,186016,154095,144620,96372,49745,28987,0
792,05/29/2022 06:00:00 AM,103290,137225,186005,186300,154329,144869,96570,49836,29036,0
793,05/30/2022 06:00:00 AM,103516,137414,186165,186548,154546,145060,96744,49922,29077,0
794,05/31/2022 06:00:00 AM,103683,137530,186310,186706,154713,145216,96875,49988,29115,0
795,06/01/2022 06:00:00 AM,103913,137775,186569,186986,154939,145444,97038,50081,29164,0
796,06/02/2022 06:00:00 AM,104108,137940,186793,187205,155141,145650,97200,50156,29221,0
797,06/03/2022 06:00:00 AM,104337,138235,187126,187618,155522,146010,97462,50284,29309,0
798,06/04/2022 06:00:00 AM,104542,138460,187527,188028,155865,146340,97726,50399,29384,0
799,06/05/2022 06:00:00 AM,104692,138606,187770,188259,156070,146539,97874,50497,29435,0
800,06/06/2022 06:00:00 AM,104821,138721,187908,188454,156252,146702,98005,50566,29470,0
801,06/07/2022 06:00:00 AM,105028,138926,188203,188771,156508,146961,98174,50652,29502,0
802,06/08/2022 06:00:00 AM,105173,139067,188391,188999,156682,147172,98305,50746,29549,0
803,06/09/2022 06:00:00 AM,105369,139245,188652,189296,156918,147439,98494,50830,29597,0
804,06/10/2022 06:00:00 AM,105508,139400,188900,189592,157140,147639,98647,50927,29638,0
805,06/11/2022 06:00:00 AM,105704,139623,189212,189885,157407,147904,98827,51022,29695,0
806,06/12/2022 06:00:00 AM,105851,139720,189372,190077,157580,148042,98944,51103,29733,0
807,06/13/2022 06:00:00 AM,105944,139815,189517,190226,157730,148165,99040,51166,29761,0
808,06/14/2022 06:00:00 AM,106093,139943,189712,190446,157931,148361,99187,51236,29796,0
809,06/15/2022 06:00:00 AM,106220,140055,189895,190613,158085,148531,99321,51293,29836,0
810,06/16/2022 06:00:00 AM,106427,140229,190093,190865,158327,148772,99499,51382,29888,0
811,06/17/2022 06:00:00 AM,106636,140419,190385,191211,158631,149020,99674,51477,29944,0
812,06/18/2022 06:00:00 AM,106772,140556,190577,191438,158809,149218,99843,51578,29994,0
813,06/19/2022 06:00:00 AM,106876,140640,190720,191596,158952,149348,99957,51647,30037,0
814,06/20/2022 06:00:00 AM,106967,140725,190847,191719,159094,149472,100046,51697,30060,0
815,06/21/2022 06:00:00 AM,107056,140797,190919,191825,159183,149566,100131,51756,30099,0
816,06/22/2022 06:00:00 AM,107204,140918,191137,192094,159397,149756,100277,51859,30150,0
817,06/23/2022 06:00:00 AM,107355,141039,191380,192377,159630,149966,100464,51961,30218,0
818,06/24/2022 06:00:00 AM,107511,141172,191635,192707,159871,150221,100659,52043,30269,0
819,06/25/2022 06:00:00 AM,107670,141327,191875,192976,160097,150441,100859,52136,30341,0
820,06/26/2022 06:00:00 AM,107792,141424,192041,193165,160277,150647,101008,52231,30369,0
821,06/27/2022 06:00:00 AM,107903,141510,192159,193306,160435,150789,101116,52294,30398,0
822,06/28/2022 06:00:00 AM,108047,141646,192348,193545,160678,150985,101269,52392,30461,0
823,06/29/2022 06:00:00 AM,108210,141757,192565,193775,160881,151192,101445,52478,30502,0
824,06/30/2022 06:00:00 AM,108359,141901,192854,194051,161126,151455,101650,52567,30558,0
825,07/01/2022 06:00:00 AM,108521,142030,193155,194355,161397,151714,101859,52669,30617,0
826,07/02/2022 06:00:00 AM,108695,142141,193407,194638,161623,151926,102049,52772,30658,0
827,07/03/2022 06:00:00 AM,108806,142235,193573,194811,161802,152074,102189,52863,30707,0
828,07/04/2022 06:00:00 AM,108935,142314,193729,195022,161967,152239,102319,52943,30737,0
829,07/05/2022 06:00:00 AM,109022,142367,193841,195146,162065,152358,102422,52987,30778,0
830,07/06/2022 06:00:00 AM,109178,142486,194039,195386,162245,152566,102546,53081,30839,0
831,07/07/2022 06:00:00 AM,109299,142569,194221,195580,162427,152738,102686,53161,30890,0
832,07/08/2022 06:00:00 AM,109464,142701,194482,195918,162715,153014,102900,53296,30954,0
833,07/09/2022 06:00:00 AM,109656,142857,194754,196224,163009,153303,103100,53434,31025,0
834,07/10/2022 06:00:00 AM,109769,142932,194978,196433,163221,153492,103250,53530,31079,0
835,07/11/2022 06:00:00 AM,109889,142996,195111,196597,163352,153637,103356,53610,31127,0
836,07/12/2022 06:00:00 AM,110072,143162,195379,196911,163573,153886,103538,53712,31190,0
837,07/13/2022 06:00:00 AM,110217,143306,195686,197239,163828,154138,103721,53820,31248,0
838,07/14/2022 06:00:00 AM,110364,143435,195938,197571,164099,154389,103944,53933,31306,0
839,07/15/2022 06:00:00 AM,110531,143562,196267,197887,164330,154652,104121,54034,31377,0
840,07/16/2022 06:00:00 AM,110699,143715,196573,198198,164590,154895,104310,54145,31460,0
841,07/17/2022 06:00:00 AM,110838,143805,196763,198369,164769,155079,104492,54236,31519,0
842,07/18/2022 06:00:00 AM,110972,143892,196906,198543,164905,155238,104605,54315,31566,0
843,07/19/2022 06:00:00 AM,111138,143978,197054,198717,165056,155399,104746,54403,31608,0
844,07/20/2022 06:00:00 AM,111339,144160,197362,199023,165357,155711,104958,54539,31686,0
845,07/21/2022 06:00:00 AM,111536,144320,197668,199391,165623,156003,105219,54672,31761,0
846,07/22/2022 06:00:00 AM,111728,144449,197962,199700,165850,156235,105395,54775,31828,0
847,07/23/2022 06:00:00 AM,111925,144609,198228,199994,166130,156505,105600,54904,31886,0
848,07/24/2022 06:00:00 AM,112044,144674,198382,200140,166282,156649,105743,55001,31924,0
849,07/25/2022 06:00:00 AM,112194,144762,198532,200313,166441,156794,105862,55075,31974,0
850,07/26/2022 06:00:00 AM,112400,144926,198826,200633,166718,157049,106065,55199,32038,0
851,07/27/2022 06:00:00 AM,112608,145059,199077,200889,166915,157280,106255,55329,32105,0
852,07/28/2022 06:00:00 AM,112821,145207,199380,201192,167204,157583,106479,55460,32166,0
853,07/29/2022 06:00:00 AM,113019,145319,199665,201559,167463,157858,106705,55596,32221,0
854,07/30/2022 06:00:00 AM,113229,145436,199944,201879,167714,158110,106892,55714,32291,0
855,07/31/2022 06:00:00 AM,113360,145535,200098,202088,167878,158262,107068,55807,32347,0
856,08/01/2022 06:00:00 AM,113492,145602,200260,202246,168015,158403,107197,55887,32400,0
857,08/02/2022 06:00:00 AM,113697,145766,200473,202512,168257,158658,107385,55976,32461,0
858,08/03/2022 06:00:00 AM,113857,145908,200676,202741,168473,158874,107568,56090,32530,0
859,08/04/2022 06:00:00 AM,114045,146074,200980,203042,168753,159176,107765,56253,32602,0
860,08/05/2022 06:00:00 AM,114208,146176,201253,203332,169018,159436,107956,56368,32663,0
861,08/06/2022 06:00:00 AM,114356,146287,201488,203587,169244,159636,108151,56486,32727,0
862,08/07/2022 06:00:00 AM,114476,146370,201636,203765,169374,159784,108281,56574,32781,0
863,08/08/2022 06:00:00 AM,114596,146440,201758,203895,169486,159933,108397,56665,32835,0
864,08/09/2022 06:00:00 AM,114789,146564,202029,204207,169710,160163,108585,56790,32898,0
865,08/10/2022 06:00:00 AM,114965,146694,202301,204513,169952,160411,108792,56906,32950,0
866,08/11/2022 06:00:00 AM,115126,146829,202608,204820,170241,160689,109028,57041,33018,0
867,08/12/2022 06:00:00 AM,115268,146975,202948,205186,170511,160976,109245,57150,33081,0
868,08/13/2022 06:00:00 AM,115424,147091,203190,205452,170731,161202,109424,57229,33137,0
869,08/14/2022 06:00:00 AM,115521,147145,203338,205589,170870,161333,109538,57287,33183,0
870,08/15/2022 06:00:00 AM,115610,147195,203437,205679,170948,161433,109625,57333,33213,0
871,08/16/2022 06:00:00 AM,115743,147306,203636,205881,171121,161622,109777,57427,33261,0
872,08/17/2022 06:00:00 AM,115888,147415,203833,206072,171273,161797,109924,57514,33298,0
873,08/18/2022 06:00:00 AM,116109,147553,204071,206344,171541,162015,110142,57636,33380,0
874,08/19/2022 06:00:00 AM,116255,147668,204313,206579,171748,162220,110334,57750,33450,0
875,08/20/2022 06:00:00 AM,116363,147754,204505,206810,171934,162406,110497,57843,33522,0
876,08/21/2022 06:00:00 AM,116466,147813,204614,206942,172058,162514,110624,57900,33573,0
877,08/22/2022 06:00:00 AM,116547,147855,204715,207050,172141,162595,110720,57972,33605,0
878,08/23/2022 06:00:00 AM,116687,147971,204927,207266,172324,162797,110889,58061,33663,0
879,08/24/2022 06:00:00 AM,116803,148056,205082,207451,172466,162948,111041,58140,33700,0
880,08/25/2022 06:00:00 AM,116912,148179,205271,207667,172664,163141,111218,58232,33772,0
881,08/26/2022 06:00:00 AM,117044,148294,205435,207850,172819,163344,111363,58335,33831,0
882,08/27/2022 06:00:00 AM,117164,148413,205613,208051,173012,163512,111530,58423,33884,0
883,08/28/2022 06:00:00 AM,117230,148467,205699,208157,173125,163626,111640,58479,33928,0
884,08/29/2022 06:00:00 AM,117299,148511,205782,208243,173219,163721,111738,58531,33971,0
885,08/30/2022 06:00:00 AM,117405,148592,205979,208428,173386,163883,111854,58601,34022,0
886,08/31/2022 06:00:00 AM,117520,148662,206110,208584,173510,164007,111970,58681,34067,0
887,09/01/2022 06:00:00 AM,117645,148798,206306,208786,173691,164172,112140,58790,34132,0
888,09/02/2022 06:00:00 AM,117740,148881,206475,208963,173818,164318,112283,58873,34185,0
889,09/03/2022 06:00:00 AM,117870,148995,206646,209153,173941,164496,112411,58938,34247,0
890,09/04/2022 06:00:00 AM,117943,149039,206713,209228,173996,164590,112502,59012,34287,0
891,09/05/2022 06:00:00 AM,118016,149086,206769,209297,174069,164656,112574,59059,34313,0
892,09/06/2022 06:00:00 AM,118084,149154,206841,209359,174132,164730,112644,59105,34353,0
893,09/07/2022 06:00:00 AM,118225,149285,207003,209527,174271,164912,112762,59200,34409,0
894,09/08/2022 06:00:00 AM,118341,149427,207127,209647,174394,165003,112839,59255,34451,0
895,09/09/2022 06:00:00 AM,118488,149604,207326,209853,174569,165172,112987,59327,34497,0
896,09/10/2022 06:00:00 AM,118636,149742,207514,210070,174746,165322,113111,59404,34543,0
897,09/11/2022 06:00:00 AM,118723,149797,207580,210147,174830,165410,113190,59459,34587,0
898,09/12/2022 06:00:00 AM,118796,149869,207638,210230,174899,165472,113244,59504,34608,0
899,09/13/2022 06:00:00 AM,118898,149989,207801,210388,175050,165598,113353,59565,34643,0
900,09/14/2022 06:00:00 AM,119005,150117,207952,210542,175165,165742,113455,59640,34681,0
901,09/15/2022 06:00:00 AM,119136,150296,208123,210734,175338,165897,113573,59709,34723,0
902,09/16/2022 06:00:00 AM,119231,150452,208295,210901,175500,166058,113701,59817,34780,0
903,09/17/2022 06:00:00 AM,119369,150584,208414,211036,175629,166175,113801,59889,34822,0
904,09/18/2022 06:00:00 AM,119428,150646,208472,211111,175702,166253,113872,59943,34858,0
905,09/19/2022 06:00:00 AM,119493,150721,208535,211176,175752,166328,113940,59986,34886,0
906,09/20/2022 06:00:00 AM,119603,150838,208633,211307,175876,166441,114042,60033,34929,0
907,09/21/2022 06:00:00 AM,119700,150962,208761,211462,175987,166562,114147,60104,34981,0
908,09/22/2022 06:00:00 AM,119797,151090,208912,211632,176142,166697,114278,60179,35029,0
909,09/23/2022 06:00:00 AM,119882,151231,209042,211784,176271,166833,114380,60262,35062,0
910,09/24/2022 06:00:00 AM,119967,151352,209161,211911,176416,166972,114500,60333,35120,0
911,09/25/2022 06:00:00 AM,120027,151401,209231,211987,176484,167049,114579,60389,35149,0
912,09/26/2022 06:00:00 AM,120059,151444,209276,212039,176534,167122,114631,60425,35173,0
913,09/27/2022 06:00:00 AM,120125,151518,209373,212157,176632,167225,114718,60473,35211,0
914,09/28/2022 06:00:00 AM,120195,151592,209492,212308,176743,167360,114833,60546,35252,0
915,09/29/2022 06:00:00 AM,120246,151686,209599,212444,176858,167476,114945,60619,35308,0
916,09/30/2022 06:00:00 AM,120308,151755,209714,212587,176980,167582,115054,60690,35362,0
917,10/01/2022 06:00:00 AM,120370,151815,209841,212711,177080,167708,115151,60762,35406,0
918,10/02/2022 06:00:00 AM,120420,151853,209900,212783,177134,167788,115229,60817,35443,0
919,10/03/2022 06:00:00 AM,120464,151883,209929,212827,177169,167839,115290,60862,35469,0
920,10/04/2022 06:00:00 AM,120510,151929,210003,212913,177249,167948,115381,60916,35509,0
921,10/05/2022 06:00:00 AM,120560,151991,210098,213018,177350,168042,115471,60978,35535,0
922,10/06/2022 06:00:00 AM,120624,152068,210196,213130,177459,168155,115595,61059,35594,0
923,10/07/2022 06:00:00 AM,120685,152117,210324,213258,177563,168268,115698,61120,35632,0
924,10/08/2022 06:00:00 AM,120749,152164,210423,213349,177650,168395,115796,61180,35678,0
925,10/09/2022 06:00:00 AM,120791,152184,210466,213404,177693,168456,115859,61241,35709,0
926,10/10/2022 06:00:00 AM,120816,152204,210501,213464,177727,168508,115920,61278,35744,0
927,10/11/2022 06:00:00 AM,120853,152225,210547,213513,177781,168574,115975,61328,35780,0
928,10/12/2022 06:00:00 AM,120919,152276,210663,213637,177872,168680,116089,61403,35819,0
929,10/13/2022 06:00:00 AM,120961,152336,210765,213738,177949,168778,116195,61468,35874,0
930,10/14/2022 06:00:00 AM,121027,152410,210855,213859,178046,168891,116276,61533,35916,0
931,10/15/2022 06:00:00 AM,121100,152471,210942,213975,178162,168994,116388,61597,35967,0
932,10/16/2022 06:00:00 AM,121141,152490,210977,214038,178225,169065,116463,61632,35991,0
933,10/17/2022 06:00:00 AM,121186,152516,211014,214082,178276,169132,116513,61669,36019,0
934,10/18/2022 06:00:00 AM,121274,152583,211104,214199,178377,169230,116600,61718,36060,0
935,10/19/2022 06:00:00 AM,121341,152630,211192,214297,178468,169331,116701,61777,36097,0
936,10/20/2022 06:00:00 AM,121397,152692,211292,214400,178591,169454,116792,61836,36137,0
937,10/21/2022 06:00:00 AM,121391,152763,211392,214517,178694,169579,116883,61884,36176,0
938,10/22/2022 06:00:00 AM,121432,152816,211488,214615,178778,169694,116979,61945,36208,0
939,10/23/2022 06:00:00 AM,121470,152847,211530,214673,178824,169751,117043,61985,36236,0
940,10/24/2022 06:00:00 AM,121500,152876,211569,214719,178873,169798,117091,62035,36270,0
941,10/25/2022 06:00:00 AM,121568,152906,211656,214824,178952,169893,117153,62100,36304,0
942,10/26/2022 06:00:00 AM,121613,152938,211746,214907,179035,170005,117241,62153,36337,0
943,10/27/2022 06:00:00 AM,121686,153010,211858,215034,179150,170144,117386,62222,36391,0
944,10/28/2022 06:00:00 AM,121744,153095,211978,215177,179255,170264,117499,62287,36441,0
945,10/29/2022 06:00:00 AM,121806,153174,212075,215305,179379,170395,117589,62349,36487,0
946,10/30/2022 06:00:00 AM,121857,153215,212120,215359,179431,170463,117652,62395,36515,0
947,10/31/2022 06:00:00 AM,121892,153247,212155,215398,179460,170503,117706,62428,36542,0
948,11/01/2022 06:00:00 AM,121958,153311,212273,215527,179570,170625,117814,62487,36578,0
949,11/02/2022 06:00:00 AM,122016,153365,212375,215612,179653,170732,117892,62561,36638,0
950,11/03/2022 06:00:00 AM,122098,153441,212501,215754,179764,170854,118011,62615,36702,0
951,11/04/2022 06:00:00 AM,122181,153520,212620,215881,179867,170986,118103,62674,36743,0
952,11/05/2022 06:00:00 AM,122252,153617,212755,216006,179968,171110,118207,62738,36794,0
953,11/06/2022 05:00:00 AM,122293,153648,212813,216071,180028,171190,118270,62783,36827,0
954,11/07/2022 05:00:00 AM,122346,153683,212861,216118,180087,171256,118335,62827,36861,0
955,11/08/2022 05:00:00 AM,122424,153760,212985,216260,180186,171381,118422,62888,36902,0
956,11/09/2022 05:00:00 AM,122486,153808,213056,216341,180246,171449,118493,62944,36932,0
957,11/10/2022 05:00:00 AM,122559,153879,213170,216452,180356,171565,118608,62998,36971,0
958,11/11/2022 05:00:00 AM,122631,153943,213279,216575,180444,171685,118692,63050,37003,0
959,11/12/2022 05:00:00 AM,122683,153974,213325,216639,180511,171765,118775,63103,37032,0
960,11/13/2022 05:00:00 AM,122718,153994,213365,216691,180563,171825,118834,63144,37057,0
961,11/14/2022 05:00:00 AM,122744,154007,213391,216730,180595,171855,118871,63169,37081,0
962,11/15/2022 05:00:00 AM,122809,154058,213492,216854,180693,171967,118967,63238,37131,0
963,11/16/2022 05:00:00 AM,122855,154107,213579,216947,180790,172069,119046,63299,37191,0
964,11/17/2022 05:00:00 AM,122910,154162,213689,217057,180889,172179,119154,63363,37227,0
965,11/18/2022 05:00:00 AM,122960,154232,213796,217168,180974,172291,119254,63423,37260,0
966,11/19/2022 05:00:00 AM,123016,154301,213894,217274,181074,172399,119351,63484,37315,0
967,11/20/2022 05:00:00 AM,123055,154325,213957,217343,181128,172471,119401,63522,37356,0
968,11/21/2022 05:00:00 AM,123086,154338,213997,217381,181164,172509,119447,63557,37382,0
969,11/22/2022 05:00:00 AM,123133,154377,214102,217493,181252,172613,119531,63613,37421,0
970,11/23/2022 05:00:00 AM,123174,154417,214211,217586,181326,172707,119623,63675,37457,0
971,11/24/2022 05:00:00 AM,123241,154478,214295,217708,181400,172809,119724,63744,37508,0
972,11/25/2022 05:00:00 AM,123287,154500,214348,217783,181456,172883,119802,63797,37546,0
973,11/26/2022 05:00:00 AM,123324,154510,214386,217822,181487,172925,119843,63826,37576,0
974,11/27/2022 05:00:00 AM,123373,154526,214430,217878,181520,172979,119891,63861,37602,0
975,11/28/2022 05:00:00 AM,123409,154549,214478,217925,181563,173046,119935,63904,37628,0
976,11/29/2022 05:00:00 AM,123494,154623,214644,218125,181697,173202,120063,63980,37687,0
977,11/30/2022 05:00:00 AM,123589,154677,214769,218225,181804,173307,120153,64045,37739,0
978,12/01/2022 05:00:00 AM,123695,154758,214963,218427,181964,173517,120335,64152,37795,0
979,12/02/2022 05:00:00 AM,123805,154842,215145,218625,182110,173694,120515,64261,37861,0
980,12/03/2022 05:00:00 AM,123894,154902,215295,218778,182236,173851,120637,64344,37917,0
981,12/04/2022 05:00:00 AM,123975,154954,215404,218900,182355,173971,120754,64422,37973,0
982,12/05/2022 05:00:00 AM,124029,154980,215467,218964,182404,174027,120813,64481,38006,0
983,12/06/2022 05:00:00 AM,124096,155040,215597,219129,182515,174148,120900,64554,38059,0
984,12/07/2022 05:00:00 AM,124158,155114,215723,219259,182620,174279,121013,64629,38121,0
985,12/08/2022 05:00:00 AM,124251,155195,215860,219403,182751,174411,121177,64714,38188,0
986,12/09/2022 05:00:00 AM,124336,155278,216023,219581,182874,174604,121335,64814,38247,0
987,12/10/2022 05:00:00 AM,124418,155372,216179,219764,183031,174772,121472,64901,38305,0
